"ccode.year","country","country.series","unit","series","ccode","year","value","country.year","population"
"MUS.2016","Mauritius","Mauritius","Billion Kwh","exports","MUS","2016",0,"Mauritius.2016",NA
"MUS.2017","Mauritius","Mauritius","Billion Kwh","generation","MUS","2017",NA,"Mauritius.2017",NA
"MUS.2017","Mauritius","Mauritius","Billion Kwh","distribution losses","MUS","2017",NA,"Mauritius.2017",NA
"MUS.2017","Mauritius","Mauritius","Billion Kwh","net imports","MUS","2017",NA,"Mauritius.2017",NA
"MUS.2017","Mauritius","Mauritius","Billion Kwh","imports","MUS","2017",NA,"Mauritius.2017",NA
"MUS.2017","Mauritius","Mauritius","Billion Kwh","consumption","MUS","2017",NA,"Mauritius.2017",NA
"MUS.2017","Mauritius","Mauritius","Million Kw","capacity","MUS","2017",NA,"Mauritius.2017",NA
"MUS.2017","Mauritius","Mauritius","Billion Kwh","exports","MUS","2017",NA,"Mauritius.2017",NA
"MYS.1980","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1980",0.904,"Malaysia.1980",NA
"MYS.1980","Malaysia","Malaysia","Billion Kwh","imports","MYS","1980",0.081,"Malaysia.1980",NA
"MYS.1980","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1980",9.363,"Malaysia.1980",NA
"MYS.1980","Malaysia","Malaysia","Million Kw","capacity","MYS","1980",3.089,"Malaysia.1980",NA
"MYS.1980","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1980",0.081,"Malaysia.1980",NA
"MYS.1980","Malaysia","Malaysia","Billion Kwh","generation","MYS","1980",10.186,"Malaysia.1980",NA
"MYS.1980","Malaysia","Malaysia","Billion Kwh","exports","MYS","1980",0,"Malaysia.1980",NA
"MYS.1981","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1981",0.971,"Malaysia.1981",NA
"MYS.1981","Malaysia","Malaysia","Billion Kwh","imports","MYS","1981",0.081,"Malaysia.1981",NA
"MYS.1981","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1981",10.005,"Malaysia.1981",NA
"MYS.1981","Malaysia","Malaysia","Million Kw","capacity","MYS","1981",3.142,"Malaysia.1981",NA
"MYS.1981","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1981",0.081,"Malaysia.1981",NA
"MYS.1981","Malaysia","Malaysia","Billion Kwh","generation","MYS","1981",10.895,"Malaysia.1981",NA
"MYS.1981","Malaysia","Malaysia","Billion Kwh","exports","MYS","1981",0,"Malaysia.1981",NA
"MYS.1982","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1982",1.06,"Malaysia.1982",NA
"MYS.1982","Malaysia","Malaysia","Billion Kwh","imports","MYS","1982",0.07,"Malaysia.1982",NA
"MYS.1982","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1982",10.504,"Malaysia.1982",NA
"MYS.1982","Malaysia","Malaysia","Million Kw","capacity","MYS","1982",3.318,"Malaysia.1982",NA
"MYS.1982","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1982",0.065,"Malaysia.1982",NA
"MYS.1982","Malaysia","Malaysia","Billion Kwh","generation","MYS","1982",11.499,"Malaysia.1982",NA
"MYS.1982","Malaysia","Malaysia","Billion Kwh","exports","MYS","1982",0.005,"Malaysia.1982",NA
"MYS.1983","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1983",1.148,"Malaysia.1983",NA
"MYS.1983","Malaysia","Malaysia","Billion Kwh","imports","MYS","1983",0.061,"Malaysia.1983",NA
"MYS.1983","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1983",11.581,"Malaysia.1983",NA
"MYS.1983","Malaysia","Malaysia","Million Kw","capacity","MYS","1983",3.679,"Malaysia.1983",NA
"MYS.1983","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1983",0.043,"Malaysia.1983",NA
"MYS.1983","Malaysia","Malaysia","Billion Kwh","generation","MYS","1983",12.686,"Malaysia.1983",NA
"MYS.1983","Malaysia","Malaysia","Billion Kwh","exports","MYS","1983",0.018,"Malaysia.1983",NA
"MYS.1984","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1984",1.236,"Malaysia.1984",NA
"MYS.1984","Malaysia","Malaysia","Billion Kwh","imports","MYS","1984",0.079,"Malaysia.1984",NA
"MYS.1984","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1984",12.634,"Malaysia.1984",NA
"MYS.1984","Malaysia","Malaysia","Million Kw","capacity","MYS","1984",4.028,"Malaysia.1984",NA
"MYS.1984","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1984",0.079,"Malaysia.1984",NA
"MYS.1984","Malaysia","Malaysia","Billion Kwh","generation","MYS","1984",13.791,"Malaysia.1984",NA
"MYS.1984","Malaysia","Malaysia","Billion Kwh","exports","MYS","1984",0,"Malaysia.1984",NA
"MYS.1985","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1985",1.344,"Malaysia.1985",NA
"MYS.1985","Malaysia","Malaysia","Billion Kwh","imports","MYS","1985",0.056,"Malaysia.1985",NA
"MYS.1985","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1985",13.699,"Malaysia.1985",NA
"MYS.1985","Malaysia","Malaysia","Million Kw","capacity","MYS","1985",4.173,"Malaysia.1985",NA
"MYS.1985","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1985",0.047,"Malaysia.1985",NA
"MYS.1985","Malaysia","Malaysia","Billion Kwh","generation","MYS","1985",14.996,"Malaysia.1985",NA
"MYS.1985","Malaysia","Malaysia","Billion Kwh","exports","MYS","1985",0.009,"Malaysia.1985",NA
"MYS.1986","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1986",1.451,"Malaysia.1986",NA
"MYS.1986","Malaysia","Malaysia","Billion Kwh","imports","MYS","1986",0.003,"Malaysia.1986",NA
"MYS.1986","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1986",13.766,"Malaysia.1986",NA
"MYS.1986","Malaysia","Malaysia","Million Kw","capacity","MYS","1986",4.601,"Malaysia.1986",NA
"MYS.1986","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1986",-0.075,"Malaysia.1986",NA
"MYS.1986","Malaysia","Malaysia","Billion Kwh","generation","MYS","1986",15.292,"Malaysia.1986",NA
"MYS.1986","Malaysia","Malaysia","Billion Kwh","exports","MYS","1986",0.078,"Malaysia.1986",NA
"MYS.1987","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1987",1.606,"Malaysia.1987",NA
"MYS.1987","Malaysia","Malaysia","Billion Kwh","imports","MYS","1987",0,"Malaysia.1987",NA
"MYS.1987","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1987",14.834,"Malaysia.1987",NA
"MYS.1987","Malaysia","Malaysia","Million Kw","capacity","MYS","1987",4.822,"Malaysia.1987",NA
"MYS.1987","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1987",-0.029,"Malaysia.1987",NA
"MYS.1987","Malaysia","Malaysia","Billion Kwh","generation","MYS","1987",16.469,"Malaysia.1987",NA
"MYS.1987","Malaysia","Malaysia","Billion Kwh","exports","MYS","1987",0.029,"Malaysia.1987",NA
"MYS.1988","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1988",1.725,"Malaysia.1988",NA
"MYS.1988","Malaysia","Malaysia","Billion Kwh","imports","MYS","1988",0.003,"Malaysia.1988",NA
"MYS.1988","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1988",16.679,"Malaysia.1988",NA
"MYS.1988","Malaysia","Malaysia","Million Kw","capacity","MYS","1988",4.917,"Malaysia.1988",NA
"MYS.1988","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1988",-0.034,"Malaysia.1988",NA
"MYS.1988","Malaysia","Malaysia","Billion Kwh","generation","MYS","1988",18.438,"Malaysia.1988",NA
"MYS.1988","Malaysia","Malaysia","Billion Kwh","exports","MYS","1988",0.037,"Malaysia.1988",NA
"MYS.1989","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1989",1.296,"Malaysia.1989",NA
"MYS.1989","Malaysia","Malaysia","Billion Kwh","imports","MYS","1989",0.011,"Malaysia.1989",NA
"MYS.1989","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1989",19.335,"Malaysia.1989",NA
"MYS.1989","Malaysia","Malaysia","Million Kw","capacity","MYS","1989",4.967,"Malaysia.1989",NA
"MYS.1989","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1989",-0.153,"Malaysia.1989",NA
"MYS.1989","Malaysia","Malaysia","Billion Kwh","generation","MYS","1989",20.784,"Malaysia.1989",NA
"MYS.1989","Malaysia","Malaysia","Billion Kwh","exports","MYS","1989",0.164,"Malaysia.1989",NA
"MYS.1990","Malaysia","Malaysia","Billion Kwh","generation","MYS","1990",23.952,"Malaysia.1990",18038321
"MYS.1990","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1990",0.028,"Malaysia.1990",18038321
"MYS.1990","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1990",1.63,"Malaysia.1990",18038321
"MYS.1990","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1990",22.35,"Malaysia.1990",18038321
"MYS.1990","Malaysia","Malaysia","Million Kw","capacity","MYS","1990",5.037,"Malaysia.1990",18038321
"MYS.1990","Malaysia","Malaysia","Billion Kwh","exports","MYS","1990",0.076,"Malaysia.1990",18038321
"MYS.1990","Malaysia","Malaysia","Billion Kwh","imports","MYS","1990",0.104,"Malaysia.1990",18038321
"MYS.1991","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1991",2.546,"Malaysia.1991",NA
"MYS.1991","Malaysia","Malaysia","Billion Kwh","imports","MYS","1991",0.128,"Malaysia.1991",NA
"MYS.1991","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1991",24.252,"Malaysia.1991",NA
"MYS.1991","Malaysia","Malaysia","Million Kw","capacity","MYS","1991",6.06,"Malaysia.1991",NA
"MYS.1991","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1991",-0.023,"Malaysia.1991",NA
"MYS.1991","Malaysia","Malaysia","Billion Kwh","generation","MYS","1991",26.821,"Malaysia.1991",NA
"MYS.1991","Malaysia","Malaysia","Billion Kwh","exports","MYS","1991",0.151,"Malaysia.1991",NA
"MYS.1992","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1992",1.741,"Malaysia.1992",NA
"MYS.1992","Malaysia","Malaysia","Billion Kwh","imports","MYS","1992",0.159,"Malaysia.1992",NA
"MYS.1992","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1992",25.996,"Malaysia.1992",NA
"MYS.1992","Malaysia","Malaysia","Million Kw","capacity","MYS","1992",6.7,"Malaysia.1992",NA
"MYS.1992","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1992",-0.016,"Malaysia.1992",NA
"MYS.1992","Malaysia","Malaysia","Billion Kwh","generation","MYS","1992",27.753,"Malaysia.1992",NA
"MYS.1992","Malaysia","Malaysia","Billion Kwh","exports","MYS","1992",0.175,"Malaysia.1992",NA
"MYS.1993","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1993",4.181,"Malaysia.1993",NA
"MYS.1993","Malaysia","Malaysia","Billion Kwh","imports","MYS","1993",0.128,"Malaysia.1993",NA
"MYS.1993","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1993",28.735,"Malaysia.1993",NA
"MYS.1993","Malaysia","Malaysia","Million Kw","capacity","MYS","1993",6.857,"Malaysia.1993",NA
"MYS.1993","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1993",0.024,"Malaysia.1993",NA
"MYS.1993","Malaysia","Malaysia","Billion Kwh","generation","MYS","1993",32.892,"Malaysia.1993",NA
"MYS.1993","Malaysia","Malaysia","Billion Kwh","exports","MYS","1993",0.104,"Malaysia.1993",NA
"MYS.1994","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1994",3.091,"Malaysia.1994",NA
"MYS.1994","Malaysia","Malaysia","Billion Kwh","imports","MYS","1994",0.101,"Malaysia.1994",NA
"MYS.1994","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1994",34.034,"Malaysia.1994",NA
"MYS.1994","Malaysia","Malaysia","Million Kw","capacity","MYS","1994",9,"Malaysia.1994",NA
"MYS.1994","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1994",0.051,"Malaysia.1994",NA
"MYS.1994","Malaysia","Malaysia","Billion Kwh","generation","MYS","1994",37.074,"Malaysia.1994",NA
"MYS.1994","Malaysia","Malaysia","Billion Kwh","exports","MYS","1994",0.05,"Malaysia.1994",NA
"MYS.1995","Malaysia","Malaysia","Million Kw","capacity","MYS","1995",10.6,"Malaysia.1995",20495597
"MYS.1995","Malaysia","Malaysia","Billion Kwh","imports","MYS","1995",0.151,"Malaysia.1995",20495597
"MYS.1995","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1995",3.911,"Malaysia.1995",20495597
"MYS.1995","Malaysia","Malaysia","Billion Kwh","exports","MYS","1995",0.04,"Malaysia.1995",20495597
"MYS.1995","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1995",39.216,"Malaysia.1995",20495597
"MYS.1995","Malaysia","Malaysia","Billion Kwh","generation","MYS","1995",43.016,"Malaysia.1995",20495597
"MYS.1995","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1995",0.111,"Malaysia.1995",20495597
"MYS.1996","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1996",5.174,"Malaysia.1996",NA
"MYS.1996","Malaysia","Malaysia","Billion Kwh","imports","MYS","1996",0.128,"Malaysia.1996",NA
"MYS.1996","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1996",43.372,"Malaysia.1996",NA
"MYS.1996","Malaysia","Malaysia","Million Kw","capacity","MYS","1996",12.5,"Malaysia.1996",NA
"MYS.1996","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1996",-0.012,"Malaysia.1996",NA
"MYS.1996","Malaysia","Malaysia","Billion Kwh","generation","MYS","1996",48.558,"Malaysia.1996",NA
"MYS.1996","Malaysia","Malaysia","Billion Kwh","exports","MYS","1996",0.14,"Malaysia.1996",NA
"MYS.1997","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1997",3.959,"Malaysia.1997",NA
"MYS.1997","Malaysia","Malaysia","Billion Kwh","imports","MYS","1997",0.081,"Malaysia.1997",NA
"MYS.1997","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1997",50.614,"Malaysia.1997",NA
"MYS.1997","Malaysia","Malaysia","Million Kw","capacity","MYS","1997",13.541,"Malaysia.1997",NA
"MYS.1997","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1997",0.006,"Malaysia.1997",NA
"MYS.1997","Malaysia","Malaysia","Billion Kwh","generation","MYS","1997",54.567,"Malaysia.1997",NA
"MYS.1997","Malaysia","Malaysia","Billion Kwh","exports","MYS","1997",0.075,"Malaysia.1997",NA
"MYS.1998","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1998",4.857,"Malaysia.1998",NA
"MYS.1998","Malaysia","Malaysia","Billion Kwh","imports","MYS","1998",0.001,"Malaysia.1998",NA
"MYS.1998","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1998",52.391,"Malaysia.1998",NA
"MYS.1998","Malaysia","Malaysia","Million Kw","capacity","MYS","1998",13.606,"Malaysia.1998",NA
"MYS.1998","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1998",-0.025,"Malaysia.1998",NA
"MYS.1998","Malaysia","Malaysia","Billion Kwh","generation","MYS","1998",57.273,"Malaysia.1998",NA
"MYS.1998","Malaysia","Malaysia","Billion Kwh","exports","MYS","1998",0.026,"Malaysia.1998",NA
"MYS.1999","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","1999",5.219,"Malaysia.1999",NA
"MYS.1999","Malaysia","Malaysia","Billion Kwh","imports","MYS","1999",0.001,"Malaysia.1999",NA
"MYS.1999","Malaysia","Malaysia","Billion Kwh","consumption","MYS","1999",56.361,"Malaysia.1999",NA
"MYS.1999","Malaysia","Malaysia","Million Kw","capacity","MYS","1999",12.696,"Malaysia.1999",NA
"MYS.1999","Malaysia","Malaysia","Billion Kwh","net imports","MYS","1999",-0.074,"Malaysia.1999",NA
"MYS.1999","Malaysia","Malaysia","Billion Kwh","generation","MYS","1999",61.654,"Malaysia.1999",NA
"MYS.1999","Malaysia","Malaysia","Billion Kwh","exports","MYS","1999",0.075,"Malaysia.1999",NA
"MYS.2000","Malaysia","Malaysia","Billion Kwh","consumption","MYS","2000",60.32766,"Malaysia.2000",23185608
"MYS.2000","Malaysia","Malaysia","Billion Kwh","generation","MYS","2000",65.89166,"Malaysia.2000",23185608
"MYS.2000","Malaysia","Malaysia","Million Kw","capacity","MYS","2000",14.116,"Malaysia.2000",23185608
"MYS.2000","Malaysia","Malaysia","Billion Kwh","imports","MYS","2000",0.001,"Malaysia.2000",23185608
"MYS.2000","Malaysia","Malaysia","Billion Kwh","exports","MYS","2000",0.025,"Malaysia.2000",23185608
"MYS.2000","Malaysia","Malaysia","Billion Kwh","net imports","MYS","2000",-0.024,"Malaysia.2000",23185608
"MYS.2000","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","2000",5.54,"Malaysia.2000",23185608
"MYS.2001","Malaysia","Malaysia","Billion Kwh","generation","MYS","2001",66.55544,"Malaysia.2001",23698907
"MYS.2001","Malaysia","Malaysia","Billion Kwh","consumption","MYS","2001",60.78044,"Malaysia.2001",23698907
"MYS.2001","Malaysia","Malaysia","Billion Kwh","exports","MYS","2001",0.09,"Malaysia.2001",23698907
"MYS.2001","Malaysia","Malaysia","Billion Kwh","net imports","MYS","2001",-0.088,"Malaysia.2001",23698907
"MYS.2001","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","2001",5.687,"Malaysia.2001",23698907
"MYS.2001","Malaysia","Malaysia","Million Kw","capacity","MYS","2001",15.169,"Malaysia.2001",23698907
"MYS.2001","Malaysia","Malaysia","Billion Kwh","imports","MYS","2001",0.002,"Malaysia.2001",23698907
"MYS.2002","Malaysia","Malaysia","Billion Kwh","generation","MYS","2002",70.05536,"Malaysia.2002",24198811
"MYS.2002","Malaysia","Malaysia","Billion Kwh","net imports","MYS","2002",-0.066,"Malaysia.2002",24198811
"MYS.2002","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","2002",5.94,"Malaysia.2002",24198811
"MYS.2002","Malaysia","Malaysia","Billion Kwh","exports","MYS","2002",0.07,"Malaysia.2002",24198811
"MYS.2002","Malaysia","Malaysia","Million Kw","capacity","MYS","2002",16.027,"Malaysia.2002",24198811
"MYS.2002","Malaysia","Malaysia","Billion Kwh","consumption","MYS","2002",64.04936,"Malaysia.2002",24198811
"MYS.2002","Malaysia","Malaysia","Billion Kwh","imports","MYS","2002",0.004,"Malaysia.2002",24198811
"MYS.2003","Malaysia","Malaysia","Billion Kwh","imports","MYS","2003",0,"Malaysia.2003",24688703
"MYS.2003","Malaysia","Malaysia","Million Kw","capacity","MYS","2003",20.476,"Malaysia.2003",24688703
"MYS.2003","Malaysia","Malaysia","Billion Kwh","net imports","MYS","2003",-0.1,"Malaysia.2003",24688703
"MYS.2003","Malaysia","Malaysia","Billion Kwh","generation","MYS","2003",74.70122,"Malaysia.2003",24688703
"MYS.2003","Malaysia","Malaysia","Billion Kwh","consumption","MYS","2003",68.32322,"Malaysia.2003",24688703
"MYS.2003","Malaysia","Malaysia","Billion Kwh","exports","MYS","2003",0.1,"Malaysia.2003",24688703
"MYS.2003","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","2003",6.278,"Malaysia.2003",24688703
"MYS.2004","Malaysia","Malaysia","Billion Kwh","generation","MYS","2004",77.63482,"Malaysia.2004",25174109
"MYS.2004","Malaysia","Malaysia","Billion Kwh","exports","MYS","2004",0.05,"Malaysia.2004",25174109
"MYS.2004","Malaysia","Malaysia","Million Kw","capacity","MYS","2004",24.792,"Malaysia.2004",25174109
"MYS.2004","Malaysia","Malaysia","Billion Kwh","net imports","MYS","2004",0.048,"Malaysia.2004",25174109
"MYS.2004","Malaysia","Malaysia","Billion Kwh","consumption","MYS","2004",71.09982,"Malaysia.2004",25174109
"MYS.2004","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","2004",6.583,"Malaysia.2004",25174109
"MYS.2004","Malaysia","Malaysia","Billion Kwh","imports","MYS","2004",0.098,"Malaysia.2004",25174109
"MYS.2005","Malaysia","Malaysia","Billion Kwh","imports","MYS","2005",0.002,"Malaysia.2005",25659393
"MYS.2005","Malaysia","Malaysia","Billion Kwh","exports","MYS","2005",2.233,"Malaysia.2005",25659393
"MYS.2005","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","2005",6.614,"Malaysia.2005",25659393
"MYS.2005","Malaysia","Malaysia","Billion Kwh","generation","MYS","2005",77.97114,"Malaysia.2005",25659393
"MYS.2005","Malaysia","Malaysia","Billion Kwh","consumption","MYS","2005",69.12614,"Malaysia.2005",25659393
"MYS.2005","Malaysia","Malaysia","Billion Kwh","net imports","MYS","2005",-2.231,"Malaysia.2005",25659393
"MYS.2005","Malaysia","Malaysia","Million Kw","capacity","MYS","2005",23.707,"Malaysia.2005",25659393
"MYS.2006","Malaysia","Malaysia","Billion Kwh","distribution losses","MYS","2006",7.187,"Malaysia.2006",26143566
"MYS.2006","Malaysia","Malaysia","Billion Kwh","imports","MYS","2006",0.004,"Malaysia.2006",26143566
